id,name,type,mode,octave,inversion,split
4809,F-6-sixth-chord-0,chord,sixth-chord,6,0,train
4810,F-6-sixth-chord-1,chord,sixth-chord,6,1,test
4811,F-6-sixth-chord-2,chord,sixth-chord,6,2,test
4812,F-6-sixth-chord-3,chord,sixth-chord,6,3,train
4813,F-7-sixth-chord-0,chord,sixth-chord,7,0,test
4814,F-7-sixth-chord-1,chord,sixth-chord,7,1,train
4815,F-7-sixth-chord-2,chord,sixth-chord,7,2,train
4816,F-7-sixth-chord-3,chord,sixth-chord,7,3,train
4817,G-1-sixth-chord-0,chord,sixth-chord,1,0,train
4818,G-1-sixth-chord-1,chord,sixth-chord,1,1,train
4819,G-1-sixth-chord-2,chord,sixth-chord,1,2,train
4820,G-1-sixth-chord-3,chord,sixth-chord,1,3,train
4821,G-2-sixth-chord-0,chord,sixth-chord,2,0,train
4822,G-2-sixth-chord-1,chord,sixth-chord,2,1,validation
4823,G-2-sixth-chord-2,chord,sixth-chord,2,2,train
4824,G-2-sixth-chord-3,chord,sixth-chord,2,3,train
4825,G-3-sixth-chord-0,chord,sixth-chord,3,0,train
4826,G-3-sixth-chord-1,chord,sixth-chord,3,1,train
4827,G-3-sixth-chord-2,chord,sixth-chord,3,2,train
4828,G-3-sixth-chord-3,chord,sixth-chord,3,3,validation
4829,G-4-sixth-chord-0,chord,sixth-chord,4,0,train
4830,G-4-sixth-chord-1,chord,sixth-chord,4,1,train
4831,G-4-sixth-chord-2,chord,sixth-chord,4,2,train
4832,G-4-sixth-chord-3,chord,sixth-chord,4,3,train
4833,G-5-sixth-chord-0,chord,sixth-chord,5,0,train
4834,G-5-sixth-chord-1,chord,sixth-chord,5,1,train
4835,G-5-sixth-chord-2,chord,sixth-chord,5,2,test
4836,G-5-sixth-chord-3,chord,sixth-chord,5,3,train
4837,G-6-sixth-chord-0,chord,sixth-chord,6,0,train
4838,G-6-sixth-chord-1,chord,sixth-chord,6,1,train
4839,G-6-sixth-chord-2,chord,sixth-chord,6,2,validation
4840,G-6-sixth-chord-3,chord,sixth-chord,6,3,train
4841,G-7-sixth-chord-0,chord,sixth-chord,7,0,train
4842,G-7-sixth-chord-1,chord,sixth-chord,7,1,train
4843,G-7-sixth-chord-2,chord,sixth-chord,7,2,train
4844,G-7-sixth-chord-3,chord,sixth-chord,7,3,train
4845,A-1-sus2-chord-0,chord,sus2-chord,1,0,train
4846,A-1-sus2-chord-1,chord,sus2-chord,1,1,test
4847,A-1-sus2-chord-2,chord,sus2-chord,1,2,validation
4848,A-2-sus2-chord-0,chord,sus2-chord,2,0,train
4849,A-2-sus2-chord-1,chord,sus2-chord,2,1,train
4850,A-2-sus2-chord-2,chord,sus2-chord,2,2,train
4851,A-3-sus2-chord-0,chord,sus2-chord,3,0,train
4852,A-3-sus2-chord-1,chord,sus2-chord,3,1,train
4853,A-3-sus2-chord-2,chord,sus2-chord,3,2,train
4854,A-4-sus2-chord-0,chord,sus2-chord,4,0,test
4855,A-4-sus2-chord-1,chord,sus2-chord,4,1,test
4856,A-4-sus2-chord-2,chord,sus2-chord,4,2,train
4857,A-5-sus2-chord-0,chord,sus2-chord,5,0,train
4858,A-5-sus2-chord-1,chord,sus2-chord,5,1,train
4859,A-5-sus2-chord-2,chord,sus2-chord,5,2,train
4860,A-6-sus2-chord-0,chord,sus2-chord,6,0,train
4861,A-6-sus2-chord-1,chord,sus2-chord,6,1,train
4862,A-6-sus2-chord-2,chord,sus2-chord,6,2,train
4863,A-7-sus2-chord-0,chord,sus2-chord,7,0,train
4864,A-7-sus2-chord-1,chord,sus2-chord,7,1,train
4865,A-7-sus2-chord-2,chord,sus2-chord,7,2,train
4866,Ab-1-sus2-chord-0,chord,sus2-chord,1,0,train
4867,Ab-1-sus2-chord-1,chord,sus2-chord,1,1,train
4868,Ab-1-sus2-chord-2,chord,sus2-chord,1,2,train
4869,Ab-2-sus2-chord-0,chord,sus2-chord,2,0,validation
4870,Ab-2-sus2-chord-1,chord,sus2-chord,2,1,train
4871,Ab-2-sus2-chord-2,chord,sus2-chord,2,2,train
4872,Ab-3-sus2-chord-0,chord,sus2-chord,3,0,train
4873,Ab-3-sus2-chord-1,chord,sus2-chord,3,1,train
4874,Ab-3-sus2-chord-2,chord,sus2-chord,3,2,train
4875,Ab-4-sus2-chord-0,chord,sus2-chord,4,0,train
4876,Ab-4-sus2-chord-1,chord,sus2-chord,4,1,train
4877,Ab-4-sus2-chord-2,chord,sus2-chord,4,2,train
4878,Ab-5-sus2-chord-0,chord,sus2-chord,5,0,validation
4879,Ab-5-sus2-chord-1,chord,sus2-chord,5,1,train
4880,Ab-5-sus2-chord-2,chord,sus2-chord,5,2,validation
4881,Ab-6-sus2-chord-0,chord,sus2-chord,6,0,train
4882,Ab-6-sus2-chord-1,chord,sus2-chord,6,1,train
4883,Ab-6-sus2-chord-2,chord,sus2-chord,6,2,test
4884,Ab-7-sus2-chord-0,chord,sus2-chord,7,0,train
4885,Ab-7-sus2-chord-1,chord,sus2-chord,7,1,train
4886,Ab-7-sus2-chord-2,chord,sus2-chord,7,2,train
4887,B-1-sus2-chord-0,chord,sus2-chord,1,0,train
4888,B-1-sus2-chord-1,chord,sus2-chord,1,1,validation
4889,B-1-sus2-chord-2,chord,sus2-chord,1,2,train
4890,B-2-sus2-chord-0,chord,sus2-chord,2,0,train
4891,B-2-sus2-chord-1,chord,sus2-chord,2,1,train
4892,B-2-sus2-chord-2,chord,sus2-chord,2,2,train
4893,B-3-sus2-chord-0,chord,sus2-chord,3,0,train
4894,B-3-sus2-chord-1,chord,sus2-chord,3,1,train
4895,B-3-sus2-chord-2,chord,sus2-chord,3,2,train
4896,B-4-sus2-chord-0,chord,sus2-chord,4,0,train
4897,B-4-sus2-chord-1,chord,sus2-chord,4,1,train
4898,B-4-sus2-chord-2,chord,sus2-chord,4,2,validation
4899,B-5-sus2-chord-0,chord,sus2-chord,5,0,train
4900,B-5-sus2-chord-1,chord,sus2-chord,5,1,train
4901,B-5-sus2-chord-2,chord,sus2-chord,5,2,train
4902,B-6-sus2-chord-0,chord,sus2-chord,6,0,train
4903,B-6-sus2-chord-1,chord,sus2-chord,6,1,train
4904,B-6-sus2-chord-2,chord,sus2-chord,6,2,train
4905,B-7-sus2-chord-0,chord,sus2-chord,7,0,train
4906,B-7-sus2-chord-1,chord,sus2-chord,7,1,train
4907,B-7-sus2-chord-2,chord,sus2-chord,7,2,test
4908,Bb-1-sus2-chord-0,chord,sus2-chord,1,0,train
4909,Bb-1-sus2-chord-1,chord,sus2-chord,1,1,train
4910,Bb-1-sus2-chord-2,chord,sus2-chord,1,2,train
4911,Bb-2-sus2-chord-0,chord,sus2-chord,2,0,train
4912,Bb-2-sus2-chord-1,chord,sus2-chord,2,1,test
4913,Bb-2-sus2-chord-2,chord,sus2-chord,2,2,train
4914,Bb-3-sus2-chord-0,chord,sus2-chord,3,0,train
4915,Bb-3-sus2-chord-1,chord,sus2-chord,3,1,test
4916,Bb-3-sus2-chord-2,chord,sus2-chord,3,2,test
4917,Bb-4-sus2-chord-0,chord,sus2-chord,4,0,train
4918,Bb-4-sus2-chord-1,chord,sus2-chord,4,1,train
4919,Bb-4-sus2-chord-2,chord,sus2-chord,4,2,train
4920,Bb-5-sus2-chord-0,chord,sus2-chord,5,0,test
4921,Bb-5-sus2-chord-1,chord,sus2-chord,5,1,train
4922,Bb-5-sus2-chord-2,chord,sus2-chord,5,2,train
4923,Bb-6-sus2-chord-0,chord,sus2-chord,6,0,train
4924,Bb-6-sus2-chord-1,chord,sus2-chord,6,1,train
4925,Bb-6-sus2-chord-2,chord,sus2-chord,6,2,train
4926,Bb-7-sus2-chord-0,chord,sus2-chord,7,0,train
4927,Bb-7-sus2-chord-1,chord,sus2-chord,7,1,test
4928,Bb-7-sus2-chord-2,chord,sus2-chord,7,2,train
4929,C#-1-sus2-chord-0,chord,sus2-chord,1,0,train
4930,C#-1-sus2-chord-1,chord,sus2-chord,1,1,train
4931,C#-1-sus2-chord-2,chord,sus2-chord,1,2,train
4932,C#-2-sus2-chord-0,chord,sus2-chord,2,0,train
4933,C#-2-sus2-chord-1,chord,sus2-chord,2,1,test
4934,C#-2-sus2-chord-2,chord,sus2-chord,2,2,train
4935,C#-3-sus2-chord-0,chord,sus2-chord,3,0,validation
4936,C#-3-sus2-chord-1,chord,sus2-chord,3,1,validation
4937,C#-3-sus2-chord-2,chord,sus2-chord,3,2,train
4938,C#-4-sus2-chord-0,chord,sus2-chord,4,0,train
4939,C#-4-sus2-chord-1,chord,sus2-chord,4,1,train
4940,C#-4-sus2-chord-2,chord,sus2-chord,4,2,validation
4941,C#-5-sus2-chord-0,chord,sus2-chord,5,0,validation
4942,C#-5-sus2-chord-1,chord,sus2-chord,5,1,test
4943,C#-5-sus2-chord-2,chord,sus2-chord,5,2,validation
4944,C#-6-sus2-chord-0,chord,sus2-chord,6,0,train
4945,C#-6-sus2-chord-1,chord,sus2-chord,6,1,train
4946,C#-6-sus2-chord-2,chord,sus2-chord,6,2,train
4947,C#-7-sus2-chord-0,chord,sus2-chord,7,0,train
4948,C#-7-sus2-chord-1,chord,sus2-chord,7,1,train
4949,C#-7-sus2-chord-2,chord,sus2-chord,7,2,train
4950,C-1-sus2-chord-0,chord,sus2-chord,1,0,validation
4951,C-1-sus2-chord-1,chord,sus2-chord,1,1,train
4952,C-1-sus2-chord-2,chord,sus2-chord,1,2,train
4953,C-2-sus2-chord-0,chord,sus2-chord,2,0,train
4954,C-2-sus2-chord-1,chord,sus2-chord,2,1,train
4955,C-2-sus2-chord-2,chord,sus2-chord,2,2,train
4956,C-3-sus2-chord-0,chord,sus2-chord,3,0,train
4957,C-3-sus2-chord-1,chord,sus2-chord,3,1,train
4958,C-3-sus2-chord-2,chord,sus2-chord,3,2,train
4959,C-4-sus2-chord-0,chord,sus2-chord,4,0,train
4960,C-4-sus2-chord-1,chord,sus2-chord,4,1,train
4961,C-4-sus2-chord-2,chord,sus2-chord,4,2,train
4962,C-5-sus2-chord-0,chord,sus2-chord,5,0,train
4963,C-5-sus2-chord-1,chord,sus2-chord,5,1,train
4964,C-5-sus2-chord-2,chord,sus2-chord,5,2,train
4965,C-6-sus2-chord-0,chord,sus2-chord,6,0,train
4966,C-6-sus2-chord-1,chord,sus2-chord,6,1,validation
4967,C-6-sus2-chord-2,chord,sus2-chord,6,2,train
4968,C-7-sus2-chord-0,chord,sus2-chord,7,0,train
4969,C-7-sus2-chord-1,chord,sus2-chord,7,1,train
4970,C-7-sus2-chord-2,chord,sus2-chord,7,2,train
4971,C-8-sus2-chord-0,chord,sus2-chord,8,0,train
4972,C-8-sus2-chord-1,chord,sus2-chord,8,1,train
4973,C-8-sus2-chord-2,chord,sus2-chord,8,2,train
4974,D-1-sus2-chord-0,chord,sus2-chord,1,0,train
4975,D-1-sus2-chord-1,chord,sus2-chord,1,1,validation
4976,D-1-sus2-chord-2,chord,sus2-chord,1,2,test
4977,D-2-sus2-chord-0,chord,sus2-chord,2,0,test
4978,D-2-sus2-chord-1,chord,sus2-chord,2,1,train
4979,D-2-sus2-chord-2,chord,sus2-chord,2,2,train
4980,D-3-sus2-chord-0,chord,sus2-chord,3,0,validation
4981,D-3-sus2-chord-1,chord,sus2-chord,3,1,train
4982,D-3-sus2-chord-2,chord,sus2-chord,3,2,train
4983,D-4-sus2-chord-0,chord,sus2-chord,4,0,test
4984,D-4-sus2-chord-1,chord,sus2-chord,4,1,train
4985,D-4-sus2-chord-2,chord,sus2-chord,4,2,validation
4986,D-5-sus2-chord-0,chord,sus2-chord,5,0,train
4987,D-5-sus2-chord-1,chord,sus2-chord,5,1,train
4988,D-5-sus2-chord-2,chord,sus2-chord,5,2,train
4989,D-6-sus2-chord-0,chord,sus2-chord,6,0,train
4990,D-6-sus2-chord-1,chord,sus2-chord,6,1,train
4991,D-6-sus2-chord-2,chord,sus2-chord,6,2,test
4992,D-7-sus2-chord-0,chord,sus2-chord,7,0,train
4993,D-7-sus2-chord-1,chord,sus2-chord,7,1,train
4994,D-7-sus2-chord-2,chord,sus2-chord,7,2,train
4995,E-1-sus2-chord-0,chord,sus2-chord,1,0,validation
4996,E-1-sus2-chord-1,chord,sus2-chord,1,1,train
4997,E-1-sus2-chord-2,chord,sus2-chord,1,2,train
4998,E-2-sus2-chord-0,chord,sus2-chord,2,0,train
4999,E-2-sus2-chord-1,chord,sus2-chord,2,1,train
5000,E-2-sus2-chord-2,chord,sus2-chord,2,2,train
5001,E-3-sus2-chord-0,chord,sus2-chord,3,0,validation
5002,E-3-sus2-chord-1,chord,sus2-chord,3,1,train
5003,E-3-sus2-chord-2,chord,sus2-chord,3,2,train
5004,E-4-sus2-chord-0,chord,sus2-chord,4,0,validation
5005,E-4-sus2-chord-1,chord,sus2-chord,4,1,train
5006,E-4-sus2-chord-2,chord,sus2-chord,4,2,train
5007,E-5-sus2-chord-0,chord,sus2-chord,5,0,train
5008,E-5-sus2-chord-1,chord,sus2-chord,5,1,train
5009,E-5-sus2-chord-2,chord,sus2-chord,5,2,train
5010,E-6-sus2-chord-0,chord,sus2-chord,6,0,train
5011,E-6-sus2-chord-1,chord,sus2-chord,6,1,train
5012,E-6-sus2-chord-2,chord,sus2-chord,6,2,train
5013,E-7-sus2-chord-0,chord,sus2-chord,7,0,validation
5014,E-7-sus2-chord-1,chord,sus2-chord,7,1,train
5015,E-7-sus2-chord-2,chord,sus2-chord,7,2,train
5016,Eb-1-sus2-chord-0,chord,sus2-chord,1,0,train
5017,Eb-1-sus2-chord-1,chord,sus2-chord,1,1,test
5018,Eb-1-sus2-chord-2,chord,sus2-chord,1,2,train
5019,Eb-2-sus2-chord-0,chord,sus2-chord,2,0,train
5020,Eb-2-sus2-chord-1,chord,sus2-chord,2,1,train
5021,Eb-2-sus2-chord-2,chord,sus2-chord,2,2,test
5022,Eb-3-sus2-chord-0,chord,sus2-chord,3,0,test
5023,Eb-3-sus2-chord-1,chord,sus2-chord,3,1,test
5024,Eb-3-sus2-chord-2,chord,sus2-chord,3,2,train
5025,Eb-4-sus2-chord-0,chord,sus2-chord,4,0,train
5026,Eb-4-sus2-chord-1,chord,sus2-chord,4,1,train
5027,Eb-4-sus2-chord-2,chord,sus2-chord,4,2,train
5028,Eb-5-sus2-chord-0,chord,sus2-chord,5,0,train
5029,Eb-5-sus2-chord-1,chord,sus2-chord,5,1,train
5030,Eb-5-sus2-chord-2,chord,sus2-chord,5,2,train
5031,Eb-6-sus2-chord-0,chord,sus2-chord,6,0,train
5032,Eb-6-sus2-chord-1,chord,sus2-chord,6,1,train
5033,Eb-6-sus2-chord-2,chord,sus2-chord,6,2,train
5034,Eb-7-sus2-chord-0,chord,sus2-chord,7,0,train
5035,Eb-7-sus2-chord-1,chord,sus2-chord,7,1,train
5036,Eb-7-sus2-chord-2,chord,sus2-chord,7,2,train
5037,F#-1-sus2-chord-0,chord,sus2-chord,1,0,train
5038,F#-1-sus2-chord-1,chord,sus2-chord,1,1,train
5039,F#-1-sus2-chord-2,chord,sus2-chord,1,2,train
5040,F#-2-sus2-chord-0,chord,sus2-chord,2,0,train
5041,F#-2-sus2-chord-1,chord,sus2-chord,2,1,train
5042,F#-2-sus2-chord-2,chord,sus2-chord,2,2,train
5043,F#-3-sus2-chord-0,chord,sus2-chord,3,0,train
5044,F#-3-sus2-chord-1,chord,sus2-chord,3,1,train
5045,F#-3-sus2-chord-2,chord,sus2-chord,3,2,train
5046,F#-4-sus2-chord-0,chord,sus2-chord,4,0,train
5047,F#-4-sus2-chord-1,chord,sus2-chord,4,1,validation
5048,F#-4-sus2-chord-2,chord,sus2-chord,4,2,train
5049,F#-5-sus2-chord-0,chord,sus2-chord,5,0,train
5050,F#-5-sus2-chord-1,chord,sus2-chord,5,1,train
5051,F#-5-sus2-chord-2,chord,sus2-chord,5,2,validation
5052,F#-6-sus2-chord-0,chord,sus2-chord,6,0,validation
5053,F#-6-sus2-chord-1,chord,sus2-chord,6,1,validation
5054,F#-6-sus2-chord-2,chord,sus2-chord,6,2,train
5055,F#-7-sus2-chord-0,chord,sus2-chord,7,0,train
5056,F#-7-sus2-chord-1,chord,sus2-chord,7,1,train
5057,F#-7-sus2-chord-2,chord,sus2-chord,7,2,train
5058,F-1-sus2-chord-0,chord,sus2-chord,1,0,train
5059,F-1-sus2-chord-1,chord,sus2-chord,1,1,train
5060,F-1-sus2-chord-2,chord,sus2-chord,1,2,train
5061,F-2-sus2-chord-0,chord,sus2-chord,2,0,validation
5062,F-2-sus2-chord-1,chord,sus2-chord,2,1,train
5063,F-2-sus2-chord-2,chord,sus2-chord,2,2,train
5064,F-3-sus2-chord-0,chord,sus2-chord,3,0,train
5065,F-3-sus2-chord-1,chord,sus2-chord,3,1,train
5066,F-3-sus2-chord-2,chord,sus2-chord,3,2,train
5067,F-4-sus2-chord-0,chord,sus2-chord,4,0,train
5068,F-4-sus2-chord-1,chord,sus2-chord,4,1,train
5069,F-4-sus2-chord-2,chord,sus2-chord,4,2,train
5070,F-5-sus2-chord-0,chord,sus2-chord,5,0,train
5071,F-5-sus2-chord-1,chord,sus2-chord,5,1,train
5072,F-5-sus2-chord-2,chord,sus2-chord,5,2,validation
5073,F-6-sus2-chord-0,chord,sus2-chord,6,0,train
5074,F-6-sus2-chord-1,chord,sus2-chord,6,1,train
5075,F-6-sus2-chord-2,chord,sus2-chord,6,2,train
5076,F-7-sus2-chord-0,chord,sus2-chord,7,0,train
5077,F-7-sus2-chord-1,chord,sus2-chord,7,1,train
5078,F-7-sus2-chord-2,chord,sus2-chord,7,2,train
5079,G-1-sus2-chord-0,chord,sus2-chord,1,0,train
5080,G-1-sus2-chord-1,chord,sus2-chord,1,1,train
5081,G-1-sus2-chord-2,chord,sus2-chord,1,2,train
5082,G-2-sus2-chord-0,chord,sus2-chord,2,0,train
5083,G-2-sus2-chord-1,chord,sus2-chord,2,1,train
5084,G-2-sus2-chord-2,chord,sus2-chord,2,2,train
5085,G-3-sus2-chord-0,chord,sus2-chord,3,0,train
5086,G-3-sus2-chord-1,chord,sus2-chord,3,1,train
5087,G-3-sus2-chord-2,chord,sus2-chord,3,2,train
5088,G-4-sus2-chord-0,chord,sus2-chord,4,0,train
5089,G-4-sus2-chord-1,chord,sus2-chord,4,1,train
5090,G-4-sus2-chord-2,chord,sus2-chord,4,2,train
5091,G-5-sus2-chord-0,chord,sus2-chord,5,0,train
5092,G-5-sus2-chord-1,chord,sus2-chord,5,1,train
5093,G-5-sus2-chord-2,chord,sus2-chord,5,2,validation
5094,G-6-sus2-chord-0,chord,sus2-chord,6,0,train
5095,G-6-sus2-chord-1,chord,sus2-chord,6,1,validation
5096,G-6-sus2-chord-2,chord,sus2-chord,6,2,train
5097,G-7-sus2-chord-0,chord,sus2-chord,7,0,train
5098,G-7-sus2-chord-1,chord,sus2-chord,7,1,train
5099,G-7-sus2-chord-2,chord,sus2-chord,7,2,train
5100,A-1-sus4-chord-0,chord,sus4-chord,1,0,train
5101,A-1-sus4-chord-1,chord,sus4-chord,1,1,train
5102,A-1-sus4-chord-2,chord,sus4-chord,1,2,train
5103,A-2-sus4-chord-0,chord,sus4-chord,2,0,train
5104,A-2-sus4-chord-1,chord,sus4-chord,2,1,train
5105,A-2-sus4-chord-2,chord,sus4-chord,2,2,train
5106,A-3-sus4-chord-0,chord,sus4-chord,3,0,train
5107,A-3-sus4-chord-1,chord,sus4-chord,3,1,train
5108,A-3-sus4-chord-2,chord,sus4-chord,3,2,train
5109,A-4-sus4-chord-0,chord,sus4-chord,4,0,train
5110,A-4-sus4-chord-1,chord,sus4-chord,4,1,train
5111,A-4-sus4-chord-2,chord,sus4-chord,4,2,train
5112,A-5-sus4-chord-0,chord,sus4-chord,5,0,train
5113,A-5-sus4-chord-1,chord,sus4-chord,5,1,test
5114,A-5-sus4-chord-2,chord,sus4-chord,5,2,train
5115,A-6-sus4-chord-0,chord,sus4-chord,6,0,validation
5116,A-6-sus4-chord-1,chord,sus4-chord,6,1,test
5117,A-6-sus4-chord-2,chord,sus4-chord,6,2,train
5118,A-7-sus4-chord-0,chord,sus4-chord,7,0,train
5119,A-7-sus4-chord-1,chord,sus4-chord,7,1,train
5120,A-7-sus4-chord-2,chord,sus4-chord,7,2,train
5121,Ab-1-sus4-chord-0,chord,sus4-chord,1,0,test
5122,Ab-1-sus4-chord-1,chord,sus4-chord,1,1,train
5123,Ab-1-sus4-chord-2,chord,sus4-chord,1,2,validation
5124,Ab-2-sus4-chord-0,chord,sus4-chord,2,0,validation
5125,Ab-2-sus4-chord-1,chord,sus4-chord,2,1,train
5126,Ab-2-sus4-chord-2,chord,sus4-chord,2,2,train
5127,Ab-3-sus4-chord-0,chord,sus4-chord,3,0,train
5128,Ab-3-sus4-chord-1,chord,sus4-chord,3,1,train
5129,Ab-3-sus4-chord-2,chord,sus4-chord,3,2,train
5130,Ab-4-sus4-chord-0,chord,sus4-chord,4,0,train
5131,Ab-4-sus4-chord-1,chord,sus4-chord,4,1,train
5132,Ab-4-sus4-chord-2,chord,sus4-chord,4,2,train
5133,Ab-5-sus4-chord-0,chord,sus4-chord,5,0,train
5134,Ab-5-sus4-chord-1,chord,sus4-chord,5,1,train
5135,Ab-5-sus4-chord-2,chord,sus4-chord,5,2,train
5136,Ab-6-sus4-chord-0,chord,sus4-chord,6,0,train
5137,Ab-6-sus4-chord-1,chord,sus4-chord,6,1,train
5138,Ab-6-sus4-chord-2,chord,sus4-chord,6,2,test
5139,Ab-7-sus4-chord-0,chord,sus4-chord,7,0,train
5140,Ab-7-sus4-chord-1,chord,sus4-chord,7,1,validation
5141,Ab-7-sus4-chord-2,chord,sus4-chord,7,2,train
5142,B-1-sus4-chord-0,chord,sus4-chord,1,0,train
5143,B-1-sus4-chord-1,chord,sus4-chord,1,1,train
5144,B-1-sus4-chord-2,chord,sus4-chord,1,2,train
5145,B-2-sus4-chord-0,chord,sus4-chord,2,0,train
5146,B-2-sus4-chord-1,chord,sus4-chord,2,1,train
5147,B-2-sus4-chord-2,chord,sus4-chord,2,2,train
5148,B-3-sus4-chord-0,chord,sus4-chord,3,0,train
5149,B-3-sus4-chord-1,chord,sus4-chord,3,1,train
5150,B-3-sus4-chord-2,chord,sus4-chord,3,2,train
5151,B-4-sus4-chord-0,chord,sus4-chord,4,0,train
5152,B-4-sus4-chord-1,chord,sus4-chord,4,1,train
5153,B-4-sus4-chord-2,chord,sus4-chord,4,2,test
5154,B-5-sus4-chord-0,chord,sus4-chord,5,0,train
5155,B-5-sus4-chord-1,chord,sus4-chord,5,1,train
5156,B-5-sus4-chord-2,chord,sus4-chord,5,2,train
5157,B-6-sus4-chord-0,chord,sus4-chord,6,0,train
5158,B-6-sus4-chord-1,chord,sus4-chord,6,1,train
5159,B-6-sus4-chord-2,chord,sus4-chord,6,2,train
5160,B-7-sus4-chord-0,chord,sus4-chord,7,0,validation
5161,B-7-sus4-chord-1,chord,sus4-chord,7,1,test
5162,B-7-sus4-chord-2,chord,sus4-chord,7,2,train
5163,Bb-1-sus4-chord-0,chord,sus4-chord,1,0,train
5164,Bb-1-sus4-chord-1,chord,sus4-chord,1,1,train
5165,Bb-1-sus4-chord-2,chord,sus4-chord,1,2,train
5166,Bb-2-sus4-chord-0,chord,sus4-chord,2,0,train
5167,Bb-2-sus4-chord-1,chord,sus4-chord,2,1,train
5168,Bb-2-sus4-chord-2,chord,sus4-chord,2,2,train
5169,Bb-3-sus4-chord-0,chord,sus4-chord,3,0,train
5170,Bb-3-sus4-chord-1,chord,sus4-chord,3,1,train
5171,Bb-3-sus4-chord-2,chord,sus4-chord,3,2,train
5172,Bb-4-sus4-chord-0,chord,sus4-chord,4,0,test
5173,Bb-4-sus4-chord-1,chord,sus4-chord,4,1,train
5174,Bb-4-sus4-chord-2,chord,sus4-chord,4,2,train
5175,Bb-5-sus4-chord-0,chord,sus4-chord,5,0,validation
5176,Bb-5-sus4-chord-1,chord,sus4-chord,5,1,train
5177,Bb-5-sus4-chord-2,chord,sus4-chord,5,2,validation
5178,Bb-6-sus4-chord-0,chord,sus4-chord,6,0,train
5179,Bb-6-sus4-chord-1,chord,sus4-chord,6,1,test
5180,Bb-6-sus4-chord-2,chord,sus4-chord,6,2,train
5181,Bb-7-sus4-chord-0,chord,sus4-chord,7,0,train
5182,Bb-7-sus4-chord-1,chord,sus4-chord,7,1,train
5183,Bb-7-sus4-chord-2,chord,sus4-chord,7,2,train
5184,C#-1-sus4-chord-0,chord,sus4-chord,1,0,train
5185,C#-1-sus4-chord-1,chord,sus4-chord,1,1,train
5186,C#-1-sus4-chord-2,chord,sus4-chord,1,2,validation
5187,C#-2-sus4-chord-0,chord,sus4-chord,2,0,train
5188,C#-2-sus4-chord-1,chord,sus4-chord,2,1,train
5189,C#-2-sus4-chord-2,chord,sus4-chord,2,2,train
5190,C#-3-sus4-chord-0,chord,sus4-chord,3,0,validation
5191,C#-3-sus4-chord-1,chord,sus4-chord,3,1,train
5192,C#-3-sus4-chord-2,chord,sus4-chord,3,2,train
5193,C#-4-sus4-chord-0,chord,sus4-chord,4,0,train
5194,C#-4-sus4-chord-1,chord,sus4-chord,4,1,train
5195,C#-4-sus4-chord-2,chord,sus4-chord,4,2,train
5196,C#-5-sus4-chord-0,chord,sus4-chord,5,0,train
5197,C#-5-sus4-chord-1,chord,sus4-chord,5,1,train
5198,C#-5-sus4-chord-2,chord,sus4-chord,5,2,train
5199,C#-6-sus4-chord-0,chord,sus4-chord,6,0,validation
5200,C#-6-sus4-chord-1,chord,sus4-chord,6,1,train
5201,C#-6-sus4-chord-2,chord,sus4-chord,6,2,train
5202,C#-7-sus4-chord-0,chord,sus4-chord,7,0,train
5203,C#-7-sus4-chord-1,chord,sus4-chord,7,1,train
5204,C#-7-sus4-chord-2,chord,sus4-chord,7,2,validation
5205,C-1-sus4-chord-0,chord,sus4-chord,1,0,train
5206,C-1-sus4-chord-1,chord,sus4-chord,1,1,train
5207,C-1-sus4-chord-2,chord,sus4-chord,1,2,train
5208,C-2-sus4-chord-0,chord,sus4-chord,2,0,test
5209,C-2-sus4-chord-1,chord,sus4-chord,2,1,validation
5210,C-2-sus4-chord-2,chord,sus4-chord,2,2,train
5211,C-3-sus4-chord-0,chord,sus4-chord,3,0,train
5212,C-3-sus4-chord-1,chord,sus4-chord,3,1,train
5213,C-3-sus4-chord-2,chord,sus4-chord,3,2,train
5214,C-4-sus4-chord-0,chord,sus4-chord,4,0,train
5215,C-4-sus4-chord-1,chord,sus4-chord,4,1,train
5216,C-4-sus4-chord-2,chord,sus4-chord,4,2,train
5217,C-5-sus4-chord-0,chord,sus4-chord,5,0,validation
5218,C-5-sus4-chord-1,chord,sus4-chord,5,1,train
5219,C-5-sus4-chord-2,chord,sus4-chord,5,2,train
5220,C-6-sus4-chord-0,chord,sus4-chord,6,0,train
5221,C-6-sus4-chord-1,chord,sus4-chord,6,1,train
5222,C-6-sus4-chord-2,chord,sus4-chord,6,2,train
5223,C-7-sus4-chord-0,chord,sus4-chord,7,0,train
5224,C-7-sus4-chord-1,chord,sus4-chord,7,1,train
5225,C-7-sus4-chord-2,chord,sus4-chord,7,2,train
5226,C-8-sus4-chord-0,chord,sus4-chord,8,0,train
5227,C-8-sus4-chord-1,chord,sus4-chord,8,1,train
5228,C-8-sus4-chord-2,chord,sus4-chord,8,2,train
5229,D-1-sus4-chord-0,chord,sus4-chord,1,0,train
5230,D-1-sus4-chord-1,chord,sus4-chord,1,1,train
5231,D-1-sus4-chord-2,chord,sus4-chord,1,2,train
5232,D-2-sus4-chord-0,chord,sus4-chord,2,0,train
5233,D-2-sus4-chord-1,chord,sus4-chord,2,1,train
5234,D-2-sus4-chord-2,chord,sus4-chord,2,2,validation
5235,D-3-sus4-chord-0,chord,sus4-chord,3,0,test
