id,name,type,mode,octave,inversion,split,,,,
7865,B-2-min-arpeggio-0,arpeggio,min-arpeggio,2,0,train,,,,
7866,B-2-min-arpeggio-1,arpeggio,min-arpeggio,2,1,validation,,,,
7867,B-2-min-arpeggio-2,arpeggio,min-arpeggio,2,2,train,,,,
7868,B-3-min-arpeggio-0,arpeggio,min-arpeggio,3,0,train,,,,
7869,B-3-min-arpeggio-1,arpeggio,min-arpeggio,3,1,validation,,,,
7870,B-3-min-arpeggio-2,arpeggio,min-arpeggio,3,2,train,,,,
7871,B-4-min-arpeggio-0,arpeggio,min-arpeggio,4,0,train,,,,
7872,B-4-min-arpeggio-1,arpeggio,min-arpeggio,4,1,train,,,,
7873,B-4-min-arpeggio-2,arpeggio,min-arpeggio,4,2,train,,,,
7874,B-5-min-arpeggio-0,arpeggio,min-arpeggio,5,0,test,,,,
7875,B-5-min-arpeggio-1,arpeggio,min-arpeggio,5,1,train,,,,
7876,B-5-min-arpeggio-2,arpeggio,min-arpeggio,5,2,train,,,,
7877,B-6-min-arpeggio-0,arpeggio,min-arpeggio,6,0,train,,,,
7878,B-6-min-arpeggio-1,arpeggio,min-arpeggio,6,1,train,,,,
7879,B-6-min-arpeggio-2,arpeggio,min-arpeggio,6,2,train,,,,
7880,B-7-min-arpeggio-0,arpeggio,min-arpeggio,7,0,train,,,,
7881,B-7-min-arpeggio-1,arpeggio,min-arpeggio,7,1,train,,,,
7882,B-7-min-arpeggio-2,arpeggio,min-arpeggio,7,2,train,,,,
7883,Bb-1-min-arpeggio-0,arpeggio,min-arpeggio,1,0,validation,,,,
7884,Bb-1-min-arpeggio-1,arpeggio,min-arpeggio,1,1,train,,,,
7885,Bb-1-min-arpeggio-2,arpeggio,min-arpeggio,1,2,train,,,,
7886,Bb-2-min-arpeggio-0,arpeggio,min-arpeggio,2,0,train,,,,
7887,Bb-2-min-arpeggio-1,arpeggio,min-arpeggio,2,1,train,,,,
7888,Bb-2-min-arpeggio-2,arpeggio,min-arpeggio,2,2,test,,,,
7889,Bb-3-min-arpeggio-0,arpeggio,min-arpeggio,3,0,test,,,,
7890,Bb-3-min-arpeggio-1,arpeggio,min-arpeggio,3,1,train,,,,
7891,Bb-3-min-arpeggio-2,arpeggio,min-arpeggio,3,2,train,,,,
7892,Bb-4-min-arpeggio-0,arpeggio,min-arpeggio,4,0,train,,,,
7893,Bb-4-min-arpeggio-1,arpeggio,min-arpeggio,4,1,train,,,,
7894,Bb-4-min-arpeggio-2,arpeggio,min-arpeggio,4,2,train,,,,
7895,Bb-5-min-arpeggio-0,arpeggio,min-arpeggio,5,0,train,,,,
7896,Bb-5-min-arpeggio-1,arpeggio,min-arpeggio,5,1,train,,,,
7897,Bb-5-min-arpeggio-2,arpeggio,min-arpeggio,5,2,train,,,,
7898,Bb-6-min-arpeggio-0,arpeggio,min-arpeggio,6,0,train,,,,
7899,Bb-6-min-arpeggio-1,arpeggio,min-arpeggio,6,1,train,,,,
7900,Bb-6-min-arpeggio-2,arpeggio,min-arpeggio,6,2,train,,,,
7901,Bb-7-min-arpeggio-0,arpeggio,min-arpeggio,7,0,train,,,,
7902,Bb-7-min-arpeggio-1,arpeggio,min-arpeggio,7,1,test,,,,
7903,Bb-7-min-arpeggio-2,arpeggio,min-arpeggio,7,2,train,,,,
7904,C#-1-min-arpeggio-0,arpeggio,min-arpeggio,1,0,train,,,,
7905,C#-1-min-arpeggio-1,arpeggio,min-arpeggio,1,1,train,,,,
7906,C#-1-min-arpeggio-2,arpeggio,min-arpeggio,1,2,train,,,,
7907,C#-2-min-arpeggio-0,arpeggio,min-arpeggio,2,0,train,,,,
7908,C#-2-min-arpeggio-1,arpeggio,min-arpeggio,2,1,train,,,,
7909,C#-2-min-arpeggio-2,arpeggio,min-arpeggio,2,2,train,,,,
7910,C#-3-min-arpeggio-0,arpeggio,min-arpeggio,3,0,train,,,,
7911,C#-3-min-arpeggio-1,arpeggio,min-arpeggio,3,1,validation,,,,
7912,C#-3-min-arpeggio-2,arpeggio,min-arpeggio,3,2,train,,,,
7913,C#-4-min-arpeggio-0,arpeggio,min-arpeggio,4,0,train,,,,
7914,C#-4-min-arpeggio-1,arpeggio,min-arpeggio,4,1,train,,,,
7915,C#-4-min-arpeggio-2,arpeggio,min-arpeggio,4,2,test,,,,
7916,C#-5-min-arpeggio-0,arpeggio,min-arpeggio,5,0,train,,,,
7917,C#-5-min-arpeggio-1,arpeggio,min-arpeggio,5,1,train,,,,
7918,C#-5-min-arpeggio-2,arpeggio,min-arpeggio,5,2,train,,,,
7919,C#-6-min-arpeggio-0,arpeggio,min-arpeggio,6,0,train,,,,
7920,C#-6-min-arpeggio-1,arpeggio,min-arpeggio,6,1,validation,,,,
7921,C#-6-min-arpeggio-2,arpeggio,min-arpeggio,6,2,validation,,,,
7922,C#-7-min-arpeggio-0,arpeggio,min-arpeggio,7,0,train,,,,
7923,C#-7-min-arpeggio-1,arpeggio,min-arpeggio,7,1,test,,,,
7924,C#-7-min-arpeggio-2,arpeggio,min-arpeggio,7,2,train,,,,
7925,C-1-min-arpeggio-0,arpeggio,min-arpeggio,1,0,test,,,,
7926,C-1-min-arpeggio-1,arpeggio,min-arpeggio,1,1,validation,,,,
7927,C-1-min-arpeggio-2,arpeggio,min-arpeggio,1,2,validation,,,,
7928,C-2-min-arpeggio-0,arpeggio,min-arpeggio,2,0,test,,,,
7929,C-2-min-arpeggio-1,arpeggio,min-arpeggio,2,1,train,,,,
7930,C-2-min-arpeggio-2,arpeggio,min-arpeggio,2,2,validation,,,,
7931,C-3-min-arpeggio-0,arpeggio,min-arpeggio,3,0,test,,,,
7932,C-3-min-arpeggio-1,arpeggio,min-arpeggio,3,1,train,,,,
7933,C-3-min-arpeggio-2,arpeggio,min-arpeggio,3,2,train,,,,
7934,C-4-min-arpeggio-0,arpeggio,min-arpeggio,4,0,train,,,,
7935,C-4-min-arpeggio-1,arpeggio,min-arpeggio,4,1,train,,,,
7936,C-4-min-arpeggio-2,arpeggio,min-arpeggio,4,2,test,,,,
7937,C-5-min-arpeggio-0,arpeggio,min-arpeggio,5,0,train,,,,
7938,C-5-min-arpeggio-1,arpeggio,min-arpeggio,5,1,train,,,,
7939,C-5-min-arpeggio-2,arpeggio,min-arpeggio,5,2,train,,,,
7940,C-6-min-arpeggio-0,arpeggio,min-arpeggio,6,0,train,,,,
7941,C-6-min-arpeggio-1,arpeggio,min-arpeggio,6,1,train,,,,
7942,C-6-min-arpeggio-2,arpeggio,min-arpeggio,6,2,train,,,,
7943,C-7-min-arpeggio-0,arpeggio,min-arpeggio,7,0,train,,,,
7944,C-7-min-arpeggio-1,arpeggio,min-arpeggio,7,1,train,,,,
7945,C-7-min-arpeggio-2,arpeggio,min-arpeggio,7,2,validation,,,,
7946,C-8-min-arpeggio-0,arpeggio,min-arpeggio,8,0,train,,,,
7947,C-8-min-arpeggio-1,arpeggio,min-arpeggio,8,1,validation,,,,
7948,C-8-min-arpeggio-2,arpeggio,min-arpeggio,8,2,test,,,,
7949,D-1-min-arpeggio-0,arpeggio,min-arpeggio,1,0,train,,,,
7950,D-1-min-arpeggio-1,arpeggio,min-arpeggio,1,1,validation,,,,
7951,D-1-min-arpeggio-2,arpeggio,min-arpeggio,1,2,train,,,,
7952,D-2-min-arpeggio-0,arpeggio,min-arpeggio,2,0,train,,,,
7953,D-2-min-arpeggio-1,arpeggio,min-arpeggio,2,1,train,,,,
7954,D-2-min-arpeggio-2,arpeggio,min-arpeggio,2,2,test,,,,
7955,D-3-min-arpeggio-0,arpeggio,min-arpeggio,3,0,train,,,,
7956,D-3-min-arpeggio-1,arpeggio,min-arpeggio,3,1,train,,,,
7957,D-3-min-arpeggio-2,arpeggio,min-arpeggio,3,2,train,,,,
7958,D-4-min-arpeggio-0,arpeggio,min-arpeggio,4,0,train,,,,
7959,D-4-min-arpeggio-1,arpeggio,min-arpeggio,4,1,train,,,,
7960,D-4-min-arpeggio-2,arpeggio,min-arpeggio,4,2,train,,,,
7961,D-5-min-arpeggio-0,arpeggio,min-arpeggio,5,0,train,,,,
7962,D-5-min-arpeggio-1,arpeggio,min-arpeggio,5,1,validation,,,,
7963,D-5-min-arpeggio-2,arpeggio,min-arpeggio,5,2,train,,,,
7964,D-6-min-arpeggio-0,arpeggio,min-arpeggio,6,0,train,,,,
7965,D-6-min-arpeggio-1,arpeggio,min-arpeggio,6,1,validation,,,,
7966,D-6-min-arpeggio-2,arpeggio,min-arpeggio,6,2,train,,,,
7967,D-7-min-arpeggio-0,arpeggio,min-arpeggio,7,0,train,,,,
7968,D-7-min-arpeggio-1,arpeggio,min-arpeggio,7,1,train,,,,
7969,D-7-min-arpeggio-2,arpeggio,min-arpeggio,7,2,train,,,,
7970,E-1-min-arpeggio-0,arpeggio,min-arpeggio,1,0,train,,,,
7971,E-1-min-arpeggio-1,arpeggio,min-arpeggio,1,1,train,,,,
7972,E-1-min-arpeggio-2,arpeggio,min-arpeggio,1,2,validation,,,,
7973,E-2-min-arpeggio-0,arpeggio,min-arpeggio,2,0,train,,,,
7974,E-2-min-arpeggio-1,arpeggio,min-arpeggio,2,1,validation,,,,
7975,E-2-min-arpeggio-2,arpeggio,min-arpeggio,2,2,train,,,,
7976,E-3-min-arpeggio-0,arpeggio,min-arpeggio,3,0,train,,,,
7977,E-3-min-arpeggio-1,arpeggio,min-arpeggio,3,1,train,,,,
7978,E-3-min-arpeggio-2,arpeggio,min-arpeggio,3,2,train,,,,
7979,E-4-min-arpeggio-0,arpeggio,min-arpeggio,4,0,validation,,,,
7980,E-4-min-arpeggio-1,arpeggio,min-arpeggio,4,1,train,,,,
7981,E-4-min-arpeggio-2,arpeggio,min-arpeggio,4,2,validation,,,,
7982,E-5-min-arpeggio-0,arpeggio,min-arpeggio,5,0,train,,,,
7983,E-5-min-arpeggio-1,arpeggio,min-arpeggio,5,1,validation,,,,
7984,E-5-min-arpeggio-2,arpeggio,min-arpeggio,5,2,train,,,,
7985,E-6-min-arpeggio-0,arpeggio,min-arpeggio,6,0,train,,,,
7986,E-6-min-arpeggio-1,arpeggio,min-arpeggio,6,1,test,,,,
7987,E-6-min-arpeggio-2,arpeggio,min-arpeggio,6,2,train,,,,
7988,E-7-min-arpeggio-0,arpeggio,min-arpeggio,7,0,train,,,,
7989,E-7-min-arpeggio-1,arpeggio,min-arpeggio,7,1,validation,,,,
7990,E-7-min-arpeggio-2,arpeggio,min-arpeggio,7,2,train,,,,
7991,Eb-1-min-arpeggio-0,arpeggio,min-arpeggio,1,0,train,,,,
7992,Eb-1-min-arpeggio-1,arpeggio,min-arpeggio,1,1,train,,,,
7993,Eb-1-min-arpeggio-2,arpeggio,min-arpeggio,1,2,train,,,,
7994,Eb-2-min-arpeggio-0,arpeggio,min-arpeggio,2,0,train,,,,
7995,Eb-2-min-arpeggio-1,arpeggio,min-arpeggio,2,1,train,,,,
7996,Eb-2-min-arpeggio-2,arpeggio,min-arpeggio,2,2,train,,,,
7997,Eb-3-min-arpeggio-0,arpeggio,min-arpeggio,3,0,validation,,,,
7998,Eb-3-min-arpeggio-1,arpeggio,min-arpeggio,3,1,train,,,,
7999,Eb-3-min-arpeggio-2,arpeggio,min-arpeggio,3,2,train,,,,
8000,Eb-4-min-arpeggio-0,arpeggio,min-arpeggio,4,0,train,,,,
8001,Eb-4-min-arpeggio-1,arpeggio,min-arpeggio,4,1,train,,,,
8002,Eb-4-min-arpeggio-2,arpeggio,min-arpeggio,4,2,train,,,,
8003,Eb-5-min-arpeggio-0,arpeggio,min-arpeggio,5,0,train,,,,
8004,Eb-5-min-arpeggio-1,arpeggio,min-arpeggio,5,1,train,,,,
8005,Eb-5-min-arpeggio-2,arpeggio,min-arpeggio,5,2,test,,,,
8006,Eb-6-min-arpeggio-0,arpeggio,min-arpeggio,6,0,test,,,,
8007,Eb-6-min-arpeggio-1,arpeggio,min-arpeggio,6,1,train,,,,
8008,Eb-6-min-arpeggio-2,arpeggio,min-arpeggio,6,2,train,,,,
8009,Eb-7-min-arpeggio-0,arpeggio,min-arpeggio,7,0,train,,,,
8010,Eb-7-min-arpeggio-1,arpeggio,min-arpeggio,7,1,train,,,,
8011,Eb-7-min-arpeggio-2,arpeggio,min-arpeggio,7,2,test,,,,
8012,F#-1-min-arpeggio-0,arpeggio,min-arpeggio,1,0,test,,,,
8013,F#-1-min-arpeggio-1,arpeggio,min-arpeggio,1,1,train,,,,
8014,F#-1-min-arpeggio-2,arpeggio,min-arpeggio,1,2,train,,,,
8015,F#-2-min-arpeggio-0,arpeggio,min-arpeggio,2,0,train,,,,
8016,F#-2-min-arpeggio-1,arpeggio,min-arpeggio,2,1,train,,,,
8017,F#-2-min-arpeggio-2,arpeggio,min-arpeggio,2,2,validation,,,,
8018,F#-3-min-arpeggio-0,arpeggio,min-arpeggio,3,0,validation,,,,
8019,F#-3-min-arpeggio-1,arpeggio,min-arpeggio,3,1,test,,,,
8020,F#-3-min-arpeggio-2,arpeggio,min-arpeggio,3,2,train,,,,
8021,F#-4-min-arpeggio-0,arpeggio,min-arpeggio,4,0,train,,,,
8022,F#-4-min-arpeggio-1,arpeggio,min-arpeggio,4,1,train,,,,
8023,F#-4-min-arpeggio-2,arpeggio,min-arpeggio,4,2,train,,,,
8024,F#-5-min-arpeggio-0,arpeggio,min-arpeggio,5,0,test,,,,
8025,F#-5-min-arpeggio-1,arpeggio,min-arpeggio,5,1,train,,,,
8026,F#-5-min-arpeggio-2,arpeggio,min-arpeggio,5,2,train,,,,
8027,F#-6-min-arpeggio-0,arpeggio,min-arpeggio,6,0,train,,,,
8028,F#-6-min-arpeggio-1,arpeggio,min-arpeggio,6,1,validation,,,,
8029,F#-6-min-arpeggio-2,arpeggio,min-arpeggio,6,2,train,,,,
8030,F#-7-min-arpeggio-0,arpeggio,min-arpeggio,7,0,train,,,,
8031,F#-7-min-arpeggio-1,arpeggio,min-arpeggio,7,1,train,,,,
8032,F#-7-min-arpeggio-2,arpeggio,min-arpeggio,7,2,train,,,,
8033,F-1-min-arpeggio-0,arpeggio,min-arpeggio,1,0,train,,,,
8034,F-1-min-arpeggio-1,arpeggio,min-arpeggio,1,1,train,,,,
8035,F-1-min-arpeggio-2,arpeggio,min-arpeggio,1,2,train,,,,
8036,F-2-min-arpeggio-0,arpeggio,min-arpeggio,2,0,test,,,,
8037,F-2-min-arpeggio-1,arpeggio,min-arpeggio,2,1,train,,,,
8038,F-2-min-arpeggio-2,arpeggio,min-arpeggio,2,2,test,,,,
8039,F-3-min-arpeggio-0,arpeggio,min-arpeggio,3,0,validation,,,,
8040,F-3-min-arpeggio-1,arpeggio,min-arpeggio,3,1,train,,,,
8041,F-3-min-arpeggio-2,arpeggio,min-arpeggio,3,2,validation,,,,
8042,F-4-min-arpeggio-0,arpeggio,min-arpeggio,4,0,train,,,,
8043,F-4-min-arpeggio-1,arpeggio,min-arpeggio,4,1,train,,,,
8044,F-4-min-arpeggio-2,arpeggio,min-arpeggio,4,2,train,,,,
8045,F-5-min-arpeggio-0,arpeggio,min-arpeggio,5,0,train,,,,
8046,F-5-min-arpeggio-1,arpeggio,min-arpeggio,5,1,train,,,,
8047,F-5-min-arpeggio-2,arpeggio,min-arpeggio,5,2,train,,,,
8048,F-6-min-arpeggio-0,arpeggio,min-arpeggio,6,0,train,,,,
8049,F-6-min-arpeggio-1,arpeggio,min-arpeggio,6,1,train,,,,
8050,F-6-min-arpeggio-2,arpeggio,min-arpeggio,6,2,train,,,,
8051,F-7-min-arpeggio-0,arpeggio,min-arpeggio,7,0,train,,,,
8052,F-7-min-arpeggio-1,arpeggio,min-arpeggio,7,1,train,,,,
8053,F-7-min-arpeggio-2,arpeggio,min-arpeggio,7,2,train,,,,
8054,G-1-min-arpeggio-0,arpeggio,min-arpeggio,1,0,train,,,,
8055,G-1-min-arpeggio-1,arpeggio,min-arpeggio,1,1,train,,,,
8056,G-1-min-arpeggio-2,arpeggio,min-arpeggio,1,2,train,,,,
8057,G-2-min-arpeggio-0,arpeggio,min-arpeggio,2,0,train,,,,
8058,G-2-min-arpeggio-1,arpeggio,min-arpeggio,2,1,validation,,,,
8059,G-2-min-arpeggio-2,arpeggio,min-arpeggio,2,2,train,,,,
8060,G-3-min-arpeggio-0,arpeggio,min-arpeggio,3,0,train,,,,
8061,G-3-min-arpeggio-1,arpeggio,min-arpeggio,3,1,train,,,,
8062,G-3-min-arpeggio-2,arpeggio,min-arpeggio,3,2,train,,,,
8063,G-4-min-arpeggio-0,arpeggio,min-arpeggio,4,0,train,,,,
8064,G-4-min-arpeggio-1,arpeggio,min-arpeggio,4,1,train,,,,
8065,G-4-min-arpeggio-2,arpeggio,min-arpeggio,4,2,validation,,,,
8066,G-5-min-arpeggio-0,arpeggio,min-arpeggio,5,0,train,,,,
8067,G-5-min-arpeggio-1,arpeggio,min-arpeggio,5,1,train,,,,
8068,G-5-min-arpeggio-2,arpeggio,min-arpeggio,5,2,train,,,,
8069,G-6-min-arpeggio-0,arpeggio,min-arpeggio,6,0,train,,,,
8070,G-6-min-arpeggio-1,arpeggio,min-arpeggio,6,1,train,,,,
8071,G-6-min-arpeggio-2,arpeggio,min-arpeggio,6,2,train,,,,
8072,G-7-min-arpeggio-0,arpeggio,min-arpeggio,7,0,train,,,,
8073,G-7-min-arpeggio-1,arpeggio,min-arpeggio,7,1,train,,,,
8074,G-7-min-arpeggio-2,arpeggio,min-arpeggio,7,2,train,,,,
8075,A-1-min2-arpeggio-0,arpeggio,min2-arpeggio,1,0,train,,,,
8076,A-1-min2-arpeggio-1,arpeggio,min2-arpeggio,1,1,validation,,,,
8077,A-2-min2-arpeggio-0,arpeggio,min2-arpeggio,2,0,test,,,,
8078,A-2-min2-arpeggio-1,arpeggio,min2-arpeggio,2,1,train,,,,
8079,A-3-min2-arpeggio-0,arpeggio,min2-arpeggio,3,0,train,,,,
8080,A-3-min2-arpeggio-1,arpeggio,min2-arpeggio,3,1,train,,,,
8081,A-4-min2-arpeggio-0,arpeggio,min2-arpeggio,4,0,test,,,,
8082,A-4-min2-arpeggio-1,arpeggio,min2-arpeggio,4,1,train,,,,
8083,A-5-min2-arpeggio-0,arpeggio,min2-arpeggio,5,0,validation,,,,
8084,A-5-min2-arpeggio-1,arpeggio,min2-arpeggio,5,1,train,,,,
8085,A-6-min2-arpeggio-0,arpeggio,min2-arpeggio,6,0,train,,,,
8086,A-6-min2-arpeggio-1,arpeggio,min2-arpeggio,6,1,train,,,,
8087,A-7-min2-arpeggio-0,arpeggio,min2-arpeggio,7,0,train,,,,
8088,A-7-min2-arpeggio-1,arpeggio,min2-arpeggio,7,1,train,,,,
8089,Ab-1-min2-arpeggio-0,arpeggio,min2-arpeggio,1,0,train,,,,
8090,Ab-1-min2-arpeggio-1,arpeggio,min2-arpeggio,1,1,test,,,,
8091,Ab-2-min2-arpeggio-0,arpeggio,min2-arpeggio,2,0,train,,,,
8092,Ab-2-min2-arpeggio-1,arpeggio,min2-arpeggio,2,1,train,,,,
8093,Ab-3-min2-arpeggio-0,arpeggio,min2-arpeggio,3,0,validation,,,,
8094,Ab-3-min2-arpeggio-1,arpeggio,min2-arpeggio,3,1,validation,,,,
8095,Ab-4-min2-arpeggio-0,arpeggio,min2-arpeggio,4,0,train,,,,
8096,Ab-4-min2-arpeggio-1,arpeggio,min2-arpeggio,4,1,train,,,,
8097,Ab-5-min2-arpeggio-0,arpeggio,min2-arpeggio,5,0,train,,,,
8098,Ab-5-min2-arpeggio-1,arpeggio,min2-arpeggio,5,1,train,,,,
8099,Ab-6-min2-arpeggio-0,arpeggio,min2-arpeggio,6,0,train,,,,
8100,Ab-6-min2-arpeggio-1,arpeggio,min2-arpeggio,6,1,train,,,,
8101,Ab-7-min2-arpeggio-0,arpeggio,min2-arpeggio,7,0,train,,,,
8102,Ab-7-min2-arpeggio-1,arpeggio,min2-arpeggio,7,1,test,,,,
8103,B-1-min2-arpeggio-0,arpeggio,min2-arpeggio,1,0,train,,,,
8104,B-1-min2-arpeggio-1,arpeggio,min2-arpeggio,1,1,train,,,,
8105,B-2-min2-arpeggio-0,arpeggio,min2-arpeggio,2,0,train,,,,
8106,B-2-min2-arpeggio-1,arpeggio,min2-arpeggio,2,1,train,,,,
8107,B-3-min2-arpeggio-0,arpeggio,min2-arpeggio,3,0,validation,,,,
8108,B-3-min2-arpeggio-1,arpeggio,min2-arpeggio,3,1,test,,,,
8109,B-4-min2-arpeggio-0,arpeggio,min2-arpeggio,4,0,train,,,,
8110,B-4-min2-arpeggio-1,arpeggio,min2-arpeggio,4,1,test,,,,
8111,B-5-min2-arpeggio-0,arpeggio,min2-arpeggio,5,0,train,,,,
8112,B-5-min2-arpeggio-1,arpeggio,min2-arpeggio,5,1,train,,,,
8113,B-6-min2-arpeggio-0,arpeggio,min2-arpeggio,6,0,validation,,,,
8114,B-6-min2-arpeggio-1,arpeggio,min2-arpeggio,6,1,train,,,,
8115,B-7-min2-arpeggio-0,arpeggio,min2-arpeggio,7,0,train,,,,
8116,B-7-min2-arpeggio-1,arpeggio,min2-arpeggio,7,1,train,,,,
8117,Bb-1-min2-arpeggio-0,arpeggio,min2-arpeggio,1,0,train,,,,
8118,Bb-1-min2-arpeggio-1,arpeggio,min2-arpeggio,1,1,test,,,,
8119,Bb-2-min2-arpeggio-0,arpeggio,min2-arpeggio,2,0,train,,,,
8120,Bb-2-min2-arpeggio-1,arpeggio,min2-arpeggio,2,1,train,,,,
8121,Bb-3-min2-arpeggio-0,arpeggio,min2-arpeggio,3,0,train,,,,
8122,Bb-3-min2-arpeggio-1,arpeggio,min2-arpeggio,3,1,train,,,,
8123,Bb-4-min2-arpeggio-0,arpeggio,min2-arpeggio,4,0,train,,,,
8124,Bb-4-min2-arpeggio-1,arpeggio,min2-arpeggio,4,1,train,,,,
8125,Bb-5-min2-arpeggio-0,arpeggio,min2-arpeggio,5,0,train,,,,
8126,Bb-5-min2-arpeggio-1,arpeggio,min2-arpeggio,5,1,train,,,,
8127,Bb-6-min2-arpeggio-0,arpeggio,min2-arpeggio,6,0,train,,,,
8128,Bb-6-min2-arpeggio-1,arpeggio,min2-arpeggio,6,1,validation,,,,
8129,Bb-7-min2-arpeggio-0,arpeggio,min2-arpeggio,7,0,train,,,,
8130,Bb-7-min2-arpeggio-1,arpeggio,min2-arpeggio,7,1,train,,,,
8131,C#-1-min2-arpeggio-0,arpeggio,min2-arpeggio,1,0,train,,,,
8132,C#-1-min2-arpeggio-1,arpeggio,min2-arpeggio,1,1,train,,,,
8133,C#-2-min2-arpeggio-0,arpeggio,min2-arpeggio,2,0,train,,,,
8134,C#-2-min2-arpeggio-1,arpeggio,min2-arpeggio,2,1,train,,,,
8135,C#-3-min2-arpeggio-0,arpeggio,min2-arpeggio,3,0,train,,,,
8136,C#-3-min2-arpeggio-1,arpeggio,min2-arpeggio,3,1,validation,,,,
8137,C#-4-min2-arpeggio-0,arpeggio,min2-arpeggio,4,0,train,,,,
8138,C#-4-min2-arpeggio-1,arpeggio,min2-arpeggio,4,1,test,,,,
8139,C#-5-min2-arpeggio-0,arpeggio,min2-arpeggio,5,0,train,,,,
8140,C#-5-min2-arpeggio-1,arpeggio,min2-arpeggio,5,1,test,,,,
8141,C#-6-min2-arpeggio-0,arpeggio,min2-arpeggio,6,0,train,,,,
8142,C#-6-min2-arpeggio-1,arpeggio,min2-arpeggio,6,1,train,,,,
8143,C#-7-min2-arpeggio-0,arpeggio,min2-arpeggio,7,0,train,,,,
8144,C#-7-min2-arpeggio-1,arpeggio,min2-arpeggio,7,1,train,,,,
8145,C-1-min2-arpeggio-0,arpeggio,min2-arpeggio,1,0,train,,,,
8146,C-1-min2-arpeggio-1,arpeggio,min2-arpeggio,1,1,train,,,,
8147,C-2-min2-arpeggio-0,arpeggio,min2-arpeggio,2,0,validation,,,,
8148,C-2-min2-arpeggio-1,arpeggio,min2-arpeggio,2,1,train,,,,
8149,C-3-min2-arpeggio-0,arpeggio,min2-arpeggio,3,0,test,,,,
8150,C-3-min2-arpeggio-1,arpeggio,min2-arpeggio,3,1,train,,,,
8151,C-4-min2-arpeggio-0,arpeggio,min2-arpeggio,4,0,train,,,,
8152,C-4-min2-arpeggio-1,arpeggio,min2-arpeggio,4,1,train,,,,
8153,C-5-min2-arpeggio-0,arpeggio,min2-arpeggio,5,0,train,,,,
8154,C-5-min2-arpeggio-1,arpeggio,min2-arpeggio,5,1,train,,,,
8155,C-6-min2-arpeggio-0,arpeggio,min2-arpeggio,6,0,train,,,,
8156,C-6-min2-arpeggio-1,arpeggio,min2-arpeggio,6,1,train,,,,
8157,C-7-min2-arpeggio-0,arpeggio,min2-arpeggio,7,0,train,,,,
8158,C-7-min2-arpeggio-1,arpeggio,min2-arpeggio,7,1,train,,,,
8159,C-8-min2-arpeggio-0,arpeggio,min2-arpeggio,8,0,train,,,,
8160,C-8-min2-arpeggio-1,arpeggio,min2-arpeggio,8,1,test,,,,
8161,D-1-min2-arpeggio-0,arpeggio,min2-arpeggio,1,0,train,,,,
8162,D-1-min2-arpeggio-1,arpeggio,min2-arpeggio,1,1,train,,,,
8163,D-2-min2-arpeggio-0,arpeggio,min2-arpeggio,2,0,train,,,,
8164,D-2-min2-arpeggio-1,arpeggio,min2-arpeggio,2,1,train,,,,
8165,D-3-min2-arpeggio-0,arpeggio,min2-arpeggio,3,0,train,,,,
8166,D-3-min2-arpeggio-1,arpeggio,min2-arpeggio,3,1,validation,,,,
8167,D-4-min2-arpeggio-0,arpeggio,min2-arpeggio,4,0,test,,,,
8168,D-4-min2-arpeggio-1,arpeggio,min2-arpeggio,4,1,train,,,,
8169,D-5-min2-arpeggio-0,arpeggio,min2-arpeggio,5,0,validation,,,,
8170,D-5-min2-arpeggio-1,arpeggio,min2-arpeggio,5,1,test,,,,
8171,D-6-min2-arpeggio-0,arpeggio,min2-arpeggio,6,0,validation,,,,
8172,D-6-min2-arpeggio-1,arpeggio,min2-arpeggio,6,1,train,,,,
8173,D-7-min2-arpeggio-0,arpeggio,min2-arpeggio,7,0,train,,,,
8174,D-7-min2-arpeggio-1,arpeggio,min2-arpeggio,7,1,train,,,,
8175,E-1-min2-arpeggio-0,arpeggio,min2-arpeggio,1,0,train,,,,
8176,E-1-min2-arpeggio-1,arpeggio,min2-arpeggio,1,1,train,,,,
8177,E-2-min2-arpeggio-0,arpeggio,min2-arpeggio,2,0,train,,,,
8178,E-2-min2-arpeggio-1,arpeggio,min2-arpeggio,2,1,train,,,,
8179,E-3-min2-arpeggio-0,arpeggio,min2-arpeggio,3,0,test,,,,
8180,E-3-min2-arpeggio-1,arpeggio,min2-arpeggio,3,1,train,,,,
8181,E-4-min2-arpeggio-0,arpeggio,min2-arpeggio,4,0,train,,,,
8182,E-4-min2-arpeggio-1,arpeggio,min2-arpeggio,4,1,train,,,,
8183,E-5-min2-arpeggio-0,arpeggio,min2-arpeggio,5,0,train,,,,
8184,E-5-min2-arpeggio-1,arpeggio,min2-arpeggio,5,1,train,,,,
8185,E-6-min2-arpeggio-0,arpeggio,min2-arpeggio,6,0,train,,,,
8186,E-6-min2-arpeggio-1,arpeggio,min2-arpeggio,6,1,train,,,,
8187,E-7-min2-arpeggio-0,arpeggio,min2-arpeggio,7,0,train,,,,
8188,E-7-min2-arpeggio-1,arpeggio,min2-arpeggio,7,1,train,,,,
8189,Eb-1-min2-arpeggio-0,arpeggio,min2-arpeggio,1,0,test,,,,
8190,Eb-1-min2-arpeggio-1,arpeggio,min2-arpeggio,1,1,validation,,,,
8191,Eb-2-min2-arpeggio-0,arpeggio,min2-arpeggio,2,0,train,,,,
8192,Eb-2-min2-arpeggio-1,arpeggio,min2-arpeggio,2,1,test,,,,
8193,Eb-3-min2-arpeggio-0,arpeggio,min2-arpeggio,3,0,train,,,,
